,propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,neighborhood,parkingSpace.parkingSpacePrice,labels,newDevelopmentFinished
20,97574450,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/dd/8d/983655384.jpg,35,8,229000.0,duplex,sale,70.0,True,2,2,Calle Emilio González López,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3726698,-8.4336186,False,https://www.idealista.com/inmueble/97574450/,2883,"DÚPLEX súper cómodo con PLAZA DE GARAJE Y TRASTERO! Situado en Los Rosales, una zona residencial y familiar con todos los servicios del día a día, a escasos metros, además cabe destacar su buena comunicación con las distintas zonas de la ciudad. Lo primero que vemos al acceder al edificio es su amplio portal SIN BARRERAS arquitectónicas, con ascensor, que va desde el garaje hasta el piso. Al entrar en el piso nos agrada su luminosidad ya que es un 8º, la distribución es idónea ya que apenas tiene pasillo, en la planta baja tenemos el salón con 2 grandes ventanas tipo CLIMALIT, la cocina muy espaciosa (como se ve en las fotos) y con zona de tendal exterior. Por último en esta plana tenemos un aseo, al acceder mediante las escaleras a la PLANTA SUPERIOR vemos que aquí se encuentra la zona de noche, compuesta de 2 dormitorios y 1 baño con ducha totalmente reformado y con VENTANA! Ambas habitaciones son de buen tamaño y con ventana tipo VELUX. Además, la principal tiene un espacioso armario empotrado. El suelo en todas las estancias es de parqué, la calefacción de Gas Ciudad y se encuentra en muy buen estado, listo para entrar a vivir! Recuerda que dispone en el mismo edificio de garaje y trastero. Para más información o concertar una visita no dudes en contactarnos. Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece está destinado a su uso como instrumento documental. No tiene validez jurídica. "".",True,good,False,True,3271.0,True,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Dúplex en Calle Emilio González López,True,True,duplex,JA - 0126,,,,
21,99461626,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/7a/27/1044768790.jpg,24,5,190000.0,flat,sale,120.0,True,4,2,Calle Fray Pedro Payo Piñeiro,A Coruña,A Coruña,Eirís,es,43.3426476,-8.3957664,False,https://www.idealista.com/inmueble/99461626/,3859,"ATENCIÓN - OPORTUNIDAD EN EIRÍS - 4 DORMITORIOS CON GARAJE Y TRASTERO - MUY LUMINOSO. Te presentamos este amplio piso en Eirís viejo. Situado a un paso de los hospitales y de las salidas de la ciudad, con todos los servicios en los alrededores tales como colegios, farmacias, parques, zonas verdes.. . Se distribuye en 4 dormitorios dobles y amplios, 1 baño de 4 piezas en pasillo así como un aseo en pasillo(ambos con ventana), salón comedor espacioso, cocina independiente y equipada. Suelos de parquet y ventanas dobles de aluminio climalit. Trastero amplio dentro de la propia vivienda. Plaza de garaje en otro edificio.  Edificio con ascensor a cota cero y sin barreras arquitectónicas. Este es el piso que estás buscando! No lo dudes y llámanos para visitar...",False,good,False,True,1583.0,True,False,False,False,False,False,flat,"Eirís, A Coruña",Piso en Calle Fray Pedro Payo Piñeiro,True,True,,VE2258,,,,
22,94179318,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/24/4d/953543841.jpg,27,,283000.0,chalet,sale,180.0,False,6,2,Calle Washington,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.379355,-8.4089042,False,https://www.idealista.com/inmueble/94179318/,869,"¡Se trata de una CASA unifamiliar adosada para REFORMAR con posibilidad de elevar la construcción! Casa con una superficie construida de 180m2 divididos en dos plantas. Planta baja con un PATIO trasero con una superficie de unos 30m2, tres dormitorios(uno de ellos italiana), comedor, cocina y baño. En la primera planta encontramos la misma distribución (excepto el patio).  Además cuenta con un bajo cubierta al que se le podría dar altura.. . El inmueble se encuentra en una zona perfectamente comunicada, transporte público, a 1 minuto del PASEO MARÍTIMO Y 6 minutos caminando de la PLAYA, dotada de todos los servicios de primera necesidad en los alrededores como supermercados, colegios, centros de salud Electricidad y fontanería nuevas Ventanas oscilobatientes tipo CLIMALIT Sin gastos de comunidad No dudes en llamarnos para cualquier duda o reservar una visita, estaremos encantad@s de atenderles.",True,good,False,,1572.0,True,False,False,False,False,False,chalet,"Monte Alto - Zalaeta - Atocha, A Coruña",Chalet adosado en Calle Washington,,,terracedHouse,BV- 108,,,,
23,95255326,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/d7/ca/996144796.jpg,33,6,300000.0,penthouse,sale,55.0,True,2,2,Travesía Hogar de Calvo Sotelo,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3713041,-8.4186913,False,https://www.idealista.com/inmueble/95255326/,1761,"*Ático SOLEADO con VISTAS y TERRAZA de 20m2 de OBRA NUEVA con garaje*!  ¡VISTAS INFINITAS AL MAR! . En una zona tranquila a unos metros del PASEO MARÍTIMO donde poder disfrutar de unos maravillosos paseos y de la PLAYA de SAN ROQUE, cerca del ESTADIO DE RIAZOR. Todos los servicios próximos, supermercados, lineas de buses, colegios.. . etc. Esta propiedad cuenta con un AMPLIO SALÓN lleno DE LUZ con salida a la TERRAZA, espacio ideal para disfrutar a cualquier hora. Se entregará la cocina AMUEBLADA y con TODOS LOS ELECTRODOMÉSTICOS, esta estancia también posee SALIDA A LA TERRAZA. Este ático tiene dos dormitorios, ACOGEDORES, CÓMODOS y LUMINOSOS, ambos con ARMARIOS EMPOTRADOS, uno de ellos con BAÑO EN SUITE, al otro le da servicio un BAÑO completo con PLATO DE DUCHA. Ambos baños se entregarán COMPLETAMENTE TERMINADOS. PROPIEDAD EN PERFECTO ESTADO, PERSIANAS ELECTRICAS Y CARPINTERÍA DE ROBLE. No dudes en llamarnos para cualquier duda o reservar una visita, estaremos encantad@s de atenderles  Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. VIDEO DISPONIBLE EN EL ANUNCIO!",True,good,False,True,5455.0,True,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Ático en Travesía Hogar de Calvo Sotelo,True,True,penthouse,Ma - 0216,,,,
24,98964188,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/c3/2a/1042031654.jpg,33,5,215000.0,flat,sale,66.0,True,2,1,Colon,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3797513,-8.4044812,False,https://www.idealista.com/inmueble/98964188/,553,"INCREÍBLES VISTAS desde este CÓMODO piso en pleno Monte alto! con todos los servicios en los alrededores, sin duda una de las mejores zonas de la ciudad! Presentamos esta GENIAL propiedad con una vista sobrecogedora de esta HERMOSA ciudad. Se distribuye de la siguiente manera: GRAN cocina americana, llena de LUZ NATURAL, desde por la mañana hasta el ocaso, debido a su orientación SUR, un baño completo con plato de ducha que da servicio a toda la vivienda, con una zona de lavandería, 2 habitaciones, 1 de ellas de una GENIAL dimensión, ambas luminosas.",True,good,False,True,3258.0,True,False,False,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Piso en Colon,,,,Br-0150,,,,
25,97998528,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/15/74/997634503.jpg,32,2,140000.0,flat,sale,76.0,True,2,1,villa de miño,A Coruña,A Coruña,Eirís,es,43.3451406,-8.3985717,False,https://www.idealista.com/inmueble/97998528/,3575,"Presentamos este CÓMODO piso en C. Villa de Miño, Eiris. Situado a un paso de los hospitales y de las salidas de la ciudad, con todos los servicios en los alrededores! . El piso se distribuye de la siguiente manera: 2 habitaciones, 1 de ellas AMPLIA y con ARMARIO EMPOTRADO, 1 GRAN salón, la cocina, espaciosa y completamente equipada, con un cuarto en el cual se encuentra la caldera y se usa a su vez de zona de lavandería y un BONITO baño con plato de ducha. Suelos de tarima flotante recién tratada y un cómodo trastero. Este anuncio no es vinculante, puede cometer errores. Se muestra a título informativo y no contractual.",True,good,False,True,1842.0,True,False,False,False,False,False,flat,"Eirís, A Coruña",Piso en villa de miño,,,,Br-0134,,,,
26,97989921,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/2d/a6/997505707.jpg,43,4,298000.0,flat,sale,99.0,True,3,2,ALFREDO VICENTI,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.367664,-8.4102518,False,https://www.idealista.com/inmueble/97989921/,1430,"PISAZO EN PLENO CENTRO, OPORTUNIDAD ÚNICA! . MAGNÍFICO piso en una de las MEJORES ZONAS, rodeada de TODOS los servicios, paradas de bus, restauranción, farmacias, colegios, supermercados.. . A UN PASO DE LA PLAZA PONTEVEDRA, al lado DE LA PLAYA DE RIAZOR! Esta propiedad cuenta con un AMPLIO SALÓN COMEDOR, lleno de LUZ y espacio para proyectar cientos de ideas, además, la cocina, equipada con sus electrodomésticos, dispone de una ESPLÉNDIDA salida a una TERRAZA. La vivienda, posee 3 dormitorios, dos de ellos DOBLES, todos ACOGEDORES y CÓMODOS, con sus respectivos armarios, uno de ellos da para el patio, igual que la TERRAZA, otra es italiana. El dormitorio paralelo al salón, cuenta también con un pequeño BALCÓN, con vistas a ALFREDO VICENTI. Finalmente, un baño COMPLETO con bañera y un ASEO, dan servicio a todo el hogar. VIDEO DISPONIBLE EN EL ANUNCIO!",True,renew,False,False,3010.0,True,False,False,False,False,False,flat,"Juan Flórez-San Pablo, A Coruña",Piso en ALFREDO VICENTI,,,,Ma - 0222,Juan Flórez-San Pablo,,,
27,96681927,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/74/54/92/997640870.jpg,30,,270000.0,chalet,sale,70.0,False,2,1,Calle rio allones,A Coruña,A Coruña,Sagrada Familia,es,43.3590386,-8.4145295,False,https://www.idealista.com/inmueble/96681927/,2407,"EL PLACER DE VIVIR EN UN CHALET EN PLENA CIUDAD! . CHALET RECIEN REFORMADO Todos los servicios cerca, vivienda próxima al CENTRO DE CORUÑA, lineas de buses, supermercados, farmacia. etc. Al entrar en la vivienda encontramos un AMPLIO salón COMEDOR lleno de LUZ, espacioso y elegante, este conecta con las habitaciones, una EXTERIOR y otra conectada con el patio, la primera DOBLE y la segunda con cama de 90, ambas con ARMARIOS EMPOTRADOS. Un baño NUEVO con PLATO DE DUCHA, da servicio a todo el hogar. La cocina, con un diseño minimalista, está equipada con todos los ELECTRODOMÉSTICOS, horno, microondas, lavavajillas. etc. Fuera, tenemos un gran PATIO cubierto en forma de ele, con el techo NUEVO, donde al final del mismo, se reserva un espacio de ALMACENAMIENTO a modo de trastero. La casa tiene un pequeño garaje, aunque hay posibilidad de hacerlo más grande en caso de que se quiera. Finalmente, la vivienda cuenta con una zona EXTERIOR recién asfaltada orientación SUR para disfrutar en cualquier momento del día.  El chalet está recién reformado, todas las ventanas son OSCILOBATIENTES, el suelo es de MADERA, por último, todas las paredes están reforzadas con PLADUR, lo que convierte a la casa en una vivienda muy aislada al frio. VIDEO DISPONIBLE EN EL ANUNCIO!",True,good,False,,3857.0,True,False,False,False,False,False,chalet,"Sagrada Familia, A Coruña",Chalet pareado en Calle rio allones,,,semidetachedHouse,Ma - 0160,,,,
28,97824303,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/13/26/991805112.jpg,26,1,225000.0,flat,sale,125.0,True,4,2,ALEXANDER VON HUMBOLT,A Coruña,A Coruña,Someso - Matogrande,es,43.3457258,-8.4125434,False,https://www.idealista.com/inmueble/97824303/,3689,"Os presentamos este PISO de 4 dormitorios situado en pleno ELVIÑA. Muy buena distribución y amplios espacios! El piso se compone de cuatro dormitorios y dos cuartos de baño, uno de ellos en suit totalmente REFORMADO y otro para zonas comunes, cocina amplia con zona de lavandería y totalmente equipada con electrodomésticos y zona office, un amplio salón comedor TOTALMENTE EXTERIOR. Calefacción centralizada por gasóleo, suelos de parqué y VENTANAS Climalit oscilobatientes en toda la propiedad. El piso cuenta con TRASTERO Y AMPLIA PLAZA DE GARAJE. En una zona muy tranquila, con todos los servicios a su alrededor y muy cerca de entradas y salidas de la ciudad. Contacta con nosotros para más información, te atenderemos sin ningún tipo de compromiso. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",True,good,False,True,1800.0,True,False,False,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso en ALEXANDER VON HUMBOLT,True,True,,AN-0202,,,,
29,98348139,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/81/00/1012623402.jpg,25,5,115000.0,flat,sale,100.0,True,3,1,Avenida DE OZA,A Coruña,A Coruña,Los Castros - Castrillón,es,43.3509946,-8.3885633,False,https://www.idealista.com/inmueble/98348139/,3033,"¿Buscas un piso en una buena zona para REFORMAR y convertirlo en el piso de tus sueños? Te presentamos este piso en AVDA de OZA, con un sinfín de posibilidades, una UBICACIÓN ideal, muy bien comunicada con la zona de cuatro caminos y fácil salida de la ciudad.. . Complejo deportivo muy próximo, zonas verdes y todas las comodidades cerquita! El inmueble esta completamente a reformar, edificio con mucho encanto y solera. El piso originalmente constaba de tres amplias habitaciones, salón, cocina y baño. Tanto si quieres cumplir el sueño de vivir en una buena zona y reformar el piso a tu gusto como si eres un INVERSOR, no dudes en consultar o venir a visitarlo! Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",True,renew,False,False,1150.0,True,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso en Avenida DE OZA,,,,BV-102,,,,
30,97230626,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/74/ff/72/972995608.jpg,27,3,180000.0,flat,sale,59.0,True,1,1,Calle Manuel Azaña,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3748784,-8.4269956,False,https://www.idealista.com/inmueble/97230626/,2317,"¿Deseas vivir en un BARRIO TRANQUILO y cerca del paseo marítimo?   Os presentamos este ACOGEDOR apartamento, situado en La Ronda de Outeiro, en la zona de LOS ROSALES y a un tiro de piedra del centro comercial y de RIAZOR. El apartamento se compone de un dormitorio, un salón, una cocina totalmente equipada con electrodomésticos, en concepto abierto, estilo americana con zona de lavandería y caldera, un cuarto de baño amplio con bañera, TRASTERO Y PLAZA DE GARAJE en el mismo edificio. Suelos de parqué y plaqueta, ARMARIOS EMPOTRADOS en dormitorio y zonas comunes, ventanales con rotura de puente térmico y vistas al mar. El edificio, datado del año 1997, cuenta con conserje. Situado en una de las zonas con mayor crecimiento y mayor demanda de la ciudad, con TODOS LOS SERVICIOS a su alrededor y con el paseo marítimo a 5 minutos andando. Contacta con nosotros para más información, te atenderemos sin ningún tipo de compromiso. *Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",True,good,False,True,3051.0,True,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso en Calle Manuel Azaña,True,True,,JA - 0106,,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
31,95004191,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/50/b4/966284921.jpg,36,2,144000.0,flat,sale,77.0,False,3,1,Plaza de las Conchiñas,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3629462,-8.4178781,False,https://www.idealista.com/inmueble/95004191/,2235,"¡Increíble piso en las CONCHIÑAS, al lado de la Ronda de Nelle y a escasos minutos del centro de CORUÑA!  Zona EJEMPLAR con todos los SERVICIOS alrededor, farmacias, líneas de autobuses, restaurantes, bares…etc. Con un total de 75 m2, la vivienda posee 3 habitaciones con tarima ac5, ventanas CLIMALIT correderas y un almacenamiento ideal en cada estancia con ARMARIOS EMPOTRADOS. Salón AMPLIO y acogedor, con mesa comedor y un enorme sofá. La ESPACIOSA cocina cuenta con todos los electrodomésticos, lavadora SECADORA, vitrocerámica, tendal exterior…etc.  Baño completo que da servicio a toda la casa muy bien distruído.  TODA LA PROPIEDAD ESTÁ EN UN ESTADO IMPECABLE. Cuenta con una terraza INMENSA comunitaria. Ante cualquier duda, no dudes en ponerte en contacto con nosotros y te atenderemos encantados.",True,good,False,False,1870.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Plaza de las Conchiñas,,,,Ma - 0113,,,,
